Title,Link
出租店面辦公室倉庫,https://www.rakuya.com.tw/rent/rent_item?ehid=0f0137284990391
整層出租/2房2衛1廳/交流道直上/小家庭或情侶,https://www.rakuya.com.tw/rent/rent_item?ehid=01ae87285000308
三重永福街華夏/方正四房/近學區,https://www.rakuya.com.tw/rent/rent_item?ehid=02492528506828f
文化路門牌、正三角窗金店面,https://www.rakuya.com.tw/rent/rent_item?ehid=092d5128473985f
生活樂章｜大灣｜免仲介，新整理3房公寓,https://www.rakuya.com.tw/rent/rent_item?ehid=028c72284717775
仲介勿擾 大空間，機能好，1房一廳一衛,https://www.rakuya.com.tw/rent/rent_item?ehid=0f666228445370a
✨小芸租屋 西屯文華悅挑高3.6米平車 美美二房,https://www.rakuya.com.tw/rent/rent_item?ehid=080f9428406395a
中國醫套房，舊宿舍對面，新裝潢及家電，滿滿系統櫃,https://www.rakuya.com.tw/rent/rent_item?ehid=0f63be28380519c
雲林縣斗六市最美新店面，兩面窗雙面臨路、前有公園。,https://www.rakuya.com.tw/rent/rent_item?ehid=0c6639284081702
美麗華高樓景觀2房2衛,https://www.rakuya.com.tw/rent/rent_item?ehid=063c36284081850
✨ 小芸租屋 便宜三房平車可寵 寵物友善可租補,https://www.rakuya.com.tw/rent/rent_item?ehid=082791283827794
✨小芸租屋 高鐵二房全配平車有浴缸高級公設,https://www.rakuya.com.tw/rent/rent_item?ehid=009fc5283826815
永和中正路與福和路口大樓，地下機械停車位,https://www.rakuya.com.tw/rent/rent_item?ehid=0dc024283728761
小芸租屋 機捷特區便宜二房二陽台平車,https://www.rakuya.com.tw/rent/rent_item?ehid=0ba9c9283545892
景安捷運旁~~電梯雅房(限女性房客),https://www.rakuya.com.tw/rent/rent_item?ehid=0e0b866174092b
康和國際純辦大樓 200坪出租,https://www.rakuya.com.tw/rent/rent_item?ehid=0ee29026211637f
大順黃金三角窗/品牌旗艦店首選,https://www.rakuya.com.tw/rent/rent_item?ehid=005c1427635462e
❤️超便宜濟世街四房大間屋況佳明火新時代旁邊可寵,https://www.rakuya.com.tw/rent/rent_item?ehid=01e15627478475b
全新裝潢透天住宅獨立套房,https://www.rakuya.com.tw/rent/rent_item?ehid=00257f28144103b
❤️超美總統閣廈獨洗晒有視野大套房❤️,https://www.rakuya.com.tw/rent/rent_item?ehid=0b6474285039001
生活房屋★民有十六街透天分套★可租補、養貓,https://www.rakuya.com.tw/rent/rent_item?ehid=009240284986386
馬偕雙連◆３房全新美屋,https://www.rakuya.com.tw/rent/rent_item?ehid=06c3db28503854a
東原苑裝潢大邊間３房,https://www.rakuya.com.tw/rent/rent_item?ehid=08e61b285079384
正光華夜市餐飲街首選 搶租僅此一席,https://www.rakuya.com.tw/rent/rent_item?ehid=062234285020838
全新未住多間✨送平面車位✨雙人加大床✨台積電,https://www.rakuya.com.tw/rent/rent_item?ehid=05b32f285020680
女生宿舍可貓狗✨大兩房陽台獨洗曬✨近中興大學,https://www.rakuya.com.tw/rent/rent_item?ehid=0a797b28501611c
可貓可短租✨大空間小資房✨陽台獨洗曬,https://www.rakuya.com.tw/rent/rent_item?ehid=0581cf28501588e
鴻築由心8米寬1+2樓店面,https://www.rakuya.com.tw/rent/rent_item?ehid=0e672c285008416
冠倫邊間大棟距大主臥3改2房車,https://www.rakuya.com.tw/rent/rent_item?ehid=023ab2285006014
皇龍天澍質感2房高樓景觀宅附車位,https://www.rakuya.com.tw/rent/rent_item?ehid=063d3f28500544a
杜拜美學13米寬雙店面+雙車位,https://www.rakuya.com.tw/rent/rent_item?ehid=0b25eb28500442e
全新可寵⚡流理臺⚡近水湳經貿園區⚡近捷運站,https://www.rakuya.com.tw/rent/rent_item?ehid=0f1fb9285000625
君臨天下一樓４房車庭院戶,https://www.rakuya.com.tw/rent/rent_item?ehid=001d30284999831
黃金地段首選✨全新店面✨樓上辦公室✨各行皆可詢問✨,https://www.rakuya.com.tw/rent/rent_item?ehid=02d4e3284997628
可租補⚡全新⚡近忠孝夜市⚡中興大學,https://www.rakuya.com.tw/rent/rent_item?ehid=0547c328499751f
全新兩房⚡可寵物⚡陽台獨洗⚡可租捕⚡職業友善子母車,https://www.rakuya.com.tw/rent/rent_item?ehid=0db28b284989220
全新⚡可租補⚡近忠孝夜市⚡中興大學,https://www.rakuya.com.tw/rent/rent_item?ehid=07e49428499523c
大甲正光明路透店,https://www.rakuya.com.tw/rent/rent_item?ehid=08a42e284995078
Q2D01）捷運三和國中【優質2房1廳】租補★開伙,https://www.rakuya.com.tw/rent/rent_item?ehid=01887328246855f
可貓✨雙租屋補助✨乾溼分離✨木質地板✨電梯,https://www.rakuya.com.tw/rent/rent_item?ehid=04cdce282792823
中國醫⭐租屋補助⭐採光⭐小資價,https://www.rakuya.com.tw/rent/rent_item?ehid=0c7e7c277686858
租補✨採光佳✨陽台獨洗✨室內機車位✨子母車✨飲水機,https://www.rakuya.com.tw/rent/rent_item?ehid=0405b528265082a
中台慈濟全新優質未住✅乾濕分離電梯✅大衣櫃機車位,https://www.rakuya.com.tw/rent/rent_item?ehid=0ae6ad27631164d
秒殺2+1●合租超划算●三井新時代●中興大●火車站,https://www.rakuya.com.tw/rent/rent_item?ehid=0ef3dc274190568
親親戲院✨秒殺✔子母車專屬洗衣機,https://www.rakuya.com.tw/rent/rent_item?ehid=0eb0bc27989964e
M3F75）公館商圈【超值3房2廳】可寵★租補入籍,https://www.rakuya.com.tw/rent/rent_item?ehid=04d91a28079061a
可租補、貓寵♥陽台獨洗♥教育大學♥中華夜市♥中國醫,https://www.rakuya.com.tw/rent/rent_item?ehid=038aa427653917d
秒殺★一房一廳★美美的裝潢★可租補可貓貓貓,https://www.rakuya.com.tw/rent/rent_item?ehid=0e2a2324452613e
M1A69）捷運永安市場【電梯1房1廳】陽台★警衛,https://www.rakuya.com.tw/rent/rent_item?ehid=032824233071739
可營登♥平價辦公室♥機械平移車位♥74環線♥軍功,https://www.rakuya.com.tw/rent/rent_item?ehid=05a5e4277669871
B0C24）捷運忠孝敦化【優質電梯】採光★垃圾代收,https://www.rakuya.com.tw/rent/rent_item?ehid=029598241038528
爬梯二樓☆可寵☆子母車☆飲水機☆陽台獨洗曬☆流理臺,https://www.rakuya.com.tw/rent/rent_item?ehid=006600284142904
透天電梯☆可貓☆子母車☆獨洗☆採光佳☆室內機車位,https://www.rakuya.com.tw/rent/rent_item?ehid=067430277371839
陽台獨洗✨租屋補助✨乾溼衛浴✨台電計✨,https://www.rakuya.com.tw/rent/rent_item?ehid=05dd96248276079
中國醫⭐獨曬窗⭐可短租⭐乾溼分離,https://www.rakuya.com.tw/rent/rent_item?ehid=0ffe46284912819
超新電梯❤️雙租補❤️乾溼分離❤️陽台獨洗曬❤️,https://www.rakuya.com.tw/rent/rent_item?ehid=0c8a3d28141047b
雙租補❤️機車位❤️子母車❤️管理室❤️陽台洗曬,https://www.rakuya.com.tw/rent/rent_item?ehid=0389e127552515f
內湖五期民權東路六段行愛路新湖路,https://www.rakuya.com.tw/rent/rent_item?ehid=049ca1182503935
內科 民權東路六段 邊間採光好辦公,https://www.rakuya.com.tw/rent/rent_item?ehid=0ace5316026145b
近行善路、舊宗路、內湖五期、獨立空調、豪華辦公室、開放空間,https://www.rakuya.com.tw/rent/rent_item?ehid=045aa6128418455
巨蛋商圈#瑞豐夜市#百星綠第高樓層3+1房(含管),https://www.rakuya.com.tw/rent/rent_item?ehid=08d38c281407372
農16高樓溫馨美2房,https://www.rakuya.com.tw/rent/rent_item?ehid=006e86281961751
新崛江大坪數3＋1房,https://www.rakuya.com.tw/rent/rent_item?ehid=0f7985257242194
民族西路2樓免爬高2房,https://www.rakuya.com.tw/rent/rent_item?ehid=0c55a027775431c
高應大建工商圈歐夏蕾3+1房平車,https://www.rakuya.com.tw/rent/rent_item?ehid=050a29280032787
捷運ＮＡＳＡ科技辦公,https://www.rakuya.com.tw/rent/rent_item?ehid=08462f196876185
近太原火車站精緻套房Ｎ,https://www.rakuya.com.tw/rent/rent_item?ehid=06344626897671c
內湖路一段大馬路土地,https://www.rakuya.com.tw/rent/rent_item?ehid=037b3d279326812
ＩＣＯＭＥ高樓層景觀通風,https://www.rakuya.com.tw/rent/rent_item?ehid=0b710527560526e
信義臨江商圈整層商辦(可拆租),https://www.rakuya.com.tw/rent/rent_item?ehid=0889c7223511900
南港軟體園區辦公室,https://www.rakuya.com.tw/rent/rent_item?ehid=050d0028146096d
璀璨河景˙波堤三房平車,https://www.rakuya.com.tw/rent/rent_item?ehid=053774272077507
彌陀區特登倉庫廠房,https://www.rakuya.com.tw/rent/rent_item?ehid=0e760727884788e
內湖五期精質商辦,https://www.rakuya.com.tw/rent/rent_item?ehid=04fd6b27664817d
高雄大學近家樂福景觀全新裝潢3房平車(含車含管),https://www.rakuya.com.tw/rent/rent_item?ehid=0156c0281428056
陽光街精美辦公,https://www.rakuya.com.tw/rent/rent_item?ehid=031f77252852009
內湖五期民權東路六段行愛路新湖路,https://www.rakuya.com.tw/rent/rent_item?ehid=049ca1182503935
內科 民權東路六段 邊間採光好辦公,https://www.rakuya.com.tw/rent/rent_item?ehid=0ace5316026145b
近行善路、舊宗路、內湖五期、獨立空調、豪華辦公室、開放空間,https://www.rakuya.com.tw/rent/rent_item?ehid=045aa6128418455
巨蛋商圈#瑞豐夜市#百星綠第高樓層3+1房(含管),https://www.rakuya.com.tw/rent/rent_item?ehid=08d38c281407372
農16高樓溫馨美2房,https://www.rakuya.com.tw/rent/rent_item?ehid=006e86281961751
新崛江大坪數3＋1房,https://www.rakuya.com.tw/rent/rent_item?ehid=0f7985257242194
民族西路2樓免爬高2房,https://www.rakuya.com.tw/rent/rent_item?ehid=0c55a027775431c
高應大建工商圈歐夏蕾3+1房平車,https://www.rakuya.com.tw/rent/rent_item?ehid=050a29280032787
捷運ＮＡＳＡ科技辦公,https://www.rakuya.com.tw/rent/rent_item?ehid=08462f196876185
近太原火車站精緻套房Ｎ,https://www.rakuya.com.tw/rent/rent_item?ehid=06344626897671c
內湖路一段大馬路土地,https://www.rakuya.com.tw/rent/rent_item?ehid=037b3d279326812
ＩＣＯＭＥ高樓層景觀通風,https://www.rakuya.com.tw/rent/rent_item?ehid=0b710527560526e
信義臨江商圈整層商辦(可拆租),https://www.rakuya.com.tw/rent/rent_item?ehid=0889c7223511900
南港軟體園區辦公室,https://www.rakuya.com.tw/rent/rent_item?ehid=050d0028146096d
璀璨河景˙波堤三房平車,https://www.rakuya.com.tw/rent/rent_item?ehid=053774272077507
彌陀區特登倉庫廠房,https://www.rakuya.com.tw/rent/rent_item?ehid=0e760727884788e
內湖五期精質商辦,https://www.rakuya.com.tw/rent/rent_item?ehid=04fd6b27664817d
高雄大學近家樂福景觀全新裝潢3房平車(含車含管),https://www.rakuya.com.tw/rent/rent_item?ehid=0156c0281428056
陽光街精美辦公,https://www.rakuya.com.tw/rent/rent_item?ehid=031f77252852009
內湖五期民權東路六段行愛路新湖路,https://www.rakuya.com.tw/rent/rent_item?ehid=049ca1182503935
內科 民權東路六段 邊間採光好辦公,https://www.rakuya.com.tw/rent/rent_item?ehid=0ace5316026145b
近行善路、舊宗路、內湖五期、獨立空調、豪華辦公室、開放空間,https://www.rakuya.com.tw/rent/rent_item?ehid=045aa6128418455
巨蛋商圈#瑞豐夜市#百星綠第高樓層3+1房(含管),https://www.rakuya.com.tw/rent/rent_item?ehid=08d38c281407372
農16高樓溫馨美2房,https://www.rakuya.com.tw/rent/rent_item?ehid=006e86281961751
新崛江大坪數3＋1房,https://www.rakuya.com.tw/rent/rent_item?ehid=0f7985257242194
民族西路2樓免爬高2房,https://www.rakuya.com.tw/rent/rent_item?ehid=0c55a027775431c
高應大建工商圈歐夏蕾3+1房平車,https://www.rakuya.com.tw/rent/rent_item?ehid=050a29280032787
捷運ＮＡＳＡ科技辦公,https://www.rakuya.com.tw/rent/rent_item?ehid=08462f196876185
近太原火車站精緻套房Ｎ,https://www.rakuya.com.tw/rent/rent_item?ehid=06344626897671c
內湖路一段大馬路土地,https://www.rakuya.com.tw/rent/rent_item?ehid=037b3d279326812
ＩＣＯＭＥ高樓層景觀通風,https://www.rakuya.com.tw/rent/rent_item?ehid=0b710527560526e
信義臨江商圈整層商辦(可拆租),https://www.rakuya.com.tw/rent/rent_item?ehid=0889c7223511900
南港軟體園區辦公室,https://www.rakuya.com.tw/rent/rent_item?ehid=050d0028146096d
璀璨河景˙波堤三房平車,https://www.rakuya.com.tw/rent/rent_item?ehid=053774272077507
彌陀區特登倉庫廠房,https://www.rakuya.com.tw/rent/rent_item?ehid=0e760727884788e
內湖五期精質商辦,https://www.rakuya.com.tw/rent/rent_item?ehid=04fd6b27664817d
高雄大學近家樂福景觀全新裝潢3房平車(含車含管),https://www.rakuya.com.tw/rent/rent_item?ehid=0156c0281428056
陽光街精美辦公,https://www.rakuya.com.tw/rent/rent_item?ehid=031f77252852009
內湖五期民權東路六段行愛路新湖路,https://www.rakuya.com.tw/rent/rent_item?ehid=049ca1182503935
內科 民權東路六段 邊間採光好辦公,https://www.rakuya.com.tw/rent/rent_item?ehid=0ace5316026145b
近行善路、舊宗路、內湖五期、獨立空調、豪華辦公室、開放空間,https://www.rakuya.com.tw/rent/rent_item?ehid=045aa6128418455
巨蛋商圈#瑞豐夜市#百星綠第高樓層3+1房(含管),https://www.rakuya.com.tw/rent/rent_item?ehid=08d38c281407372
農16高樓溫馨美2房,https://www.rakuya.com.tw/rent/rent_item?ehid=006e86281961751
新崛江大坪數3＋1房,https://www.rakuya.com.tw/rent/rent_item?ehid=0f7985257242194
民族西路2樓免爬高2房,https://www.rakuya.com.tw/rent/rent_item?ehid=0c55a027775431c
高應大建工商圈歐夏蕾3+1房平車,https://www.rakuya.com.tw/rent/rent_item?ehid=050a29280032787
捷運ＮＡＳＡ科技辦公,https://www.rakuya.com.tw/rent/rent_item?ehid=08462f196876185
近太原火車站精緻套房Ｎ,https://www.rakuya.com.tw/rent/rent_item?ehid=06344626897671c
內湖路一段大馬路土地,https://www.rakuya.com.tw/rent/rent_item?ehid=037b3d279326812
ＩＣＯＭＥ高樓層景觀通風,https://www.rakuya.com.tw/rent/rent_item?ehid=0b710527560526e
信義臨江商圈整層商辦(可拆租),https://www.rakuya.com.tw/rent/rent_item?ehid=0889c7223511900
南港軟體園區辦公室,https://www.rakuya.com.tw/rent/rent_item?ehid=050d0028146096d
璀璨河景˙波堤三房平車,https://www.rakuya.com.tw/rent/rent_item?ehid=053774272077507
彌陀區特登倉庫廠房,https://www.rakuya.com.tw/rent/rent_item?ehid=0e760727884788e
內湖五期精質商辦,https://www.rakuya.com.tw/rent/rent_item?ehid=04fd6b27664817d
高雄大學近家樂福景觀全新裝潢3房平車(含車含管),https://www.rakuya.com.tw/rent/rent_item?ehid=0156c0281428056
陽光街精美辦公,https://www.rakuya.com.tw/rent/rent_item?ehid=031f77252852009
內湖五期民權東路六段行愛路新湖路,https://www.rakuya.com.tw/rent/rent_item?ehid=049ca1182503935
內科 民權東路六段 邊間採光好辦公,https://www.rakuya.com.tw/rent/rent_item?ehid=0ace5316026145b
近行善路、舊宗路、內湖五期、獨立空調、豪華辦公室、開放空間,https://www.rakuya.com.tw/rent/rent_item?ehid=045aa6128418455
巨蛋商圈#瑞豐夜市#百星綠第高樓層3+1房(含管),https://www.rakuya.com.tw/rent/rent_item?ehid=08d38c281407372
農16高樓溫馨美2房,https://www.rakuya.com.tw/rent/rent_item?ehid=006e86281961751
新崛江大坪數3＋1房,https://www.rakuya.com.tw/rent/rent_item?ehid=0f7985257242194
民族西路2樓免爬高2房,https://www.rakuya.com.tw/rent/rent_item?ehid=0c55a027775431c
高應大建工商圈歐夏蕾3+1房平車,https://www.rakuya.com.tw/rent/rent_item?ehid=050a29280032787
捷運ＮＡＳＡ科技辦公,https://www.rakuya.com.tw/rent/rent_item?ehid=08462f196876185
近太原火車站精緻套房Ｎ,https://www.rakuya.com.tw/rent/rent_item?ehid=06344626897671c
內湖路一段大馬路土地,https://www.rakuya.com.tw/rent/rent_item?ehid=037b3d279326812
ＩＣＯＭＥ高樓層景觀通風,https://www.rakuya.com.tw/rent/rent_item?ehid=0b710527560526e
信義臨江商圈整層商辦(可拆租),https://www.rakuya.com.tw/rent/rent_item?ehid=0889c7223511900
南港軟體園區辦公室,https://www.rakuya.com.tw/rent/rent_item?ehid=050d0028146096d
璀璨河景˙波堤三房平車,https://www.rakuya.com.tw/rent/rent_item?ehid=053774272077507
彌陀區特登倉庫廠房,https://www.rakuya.com.tw/rent/rent_item?ehid=0e760727884788e
內湖五期精質商辦,https://www.rakuya.com.tw/rent/rent_item?ehid=04fd6b27664817d
高雄大學近家樂福景觀全新裝潢3房平車(含車含管),https://www.rakuya.com.tw/rent/rent_item?ehid=0156c0281428056
陽光街精美辦公,https://www.rakuya.com.tw/rent/rent_item?ehid=031f77252852009
內湖五期民權東路六段行愛路新湖路,https://www.rakuya.com.tw/rent/rent_item?ehid=049ca1182503935
內科 民權東路六段 邊間採光好辦公,https://www.rakuya.com.tw/rent/rent_item?ehid=0ace5316026145b
近行善路、舊宗路、內湖五期、獨立空調、豪華辦公室、開放空間,https://www.rakuya.com.tw/rent/rent_item?ehid=045aa6128418455
巨蛋商圈#瑞豐夜市#百星綠第高樓層3+1房(含管),https://www.rakuya.com.tw/rent/rent_item?ehid=08d38c281407372
農16高樓溫馨美2房,https://www.rakuya.com.tw/rent/rent_item?ehid=006e86281961751
新崛江大坪數3＋1房,https://www.rakuya.com.tw/rent/rent_item?ehid=0f7985257242194
民族西路2樓免爬高2房,https://www.rakuya.com.tw/rent/rent_item?ehid=0c55a027775431c
高應大建工商圈歐夏蕾3+1房平車,https://www.rakuya.com.tw/rent/rent_item?ehid=050a29280032787
捷運ＮＡＳＡ科技辦公,https://www.rakuya.com.tw/rent/rent_item?ehid=08462f196876185
近太原火車站精緻套房Ｎ,https://www.rakuya.com.tw/rent/rent_item?ehid=06344626897671c
內湖路一段大馬路土地,https://www.rakuya.com.tw/rent/rent_item?ehid=037b3d279326812
ＩＣＯＭＥ高樓層景觀通風,https://www.rakuya.com.tw/rent/rent_item?ehid=0b710527560526e
信義臨江商圈整層商辦(可拆租),https://www.rakuya.com.tw/rent/rent_item?ehid=0889c7223511900
南港軟體園區辦公室,https://www.rakuya.com.tw/rent/rent_item?ehid=050d0028146096d
璀璨河景˙波堤三房平車,https://www.rakuya.com.tw/rent/rent_item?ehid=053774272077507
彌陀區特登倉庫廠房,https://www.rakuya.com.tw/rent/rent_item?ehid=0e760727884788e
內湖五期精質商辦,https://www.rakuya.com.tw/rent/rent_item?ehid=04fd6b27664817d
高雄大學近家樂福景觀全新裝潢3房平車(含車含管),https://www.rakuya.com.tw/rent/rent_item?ehid=0156c0281428056
陽光街精美辦公,https://www.rakuya.com.tw/rent/rent_item?ehid=031f77252852009
內湖五期民權東路六段行愛路新湖路,https://www.rakuya.com.tw/rent/rent_item?ehid=049ca1182503935
內科 民權東路六段 邊間採光好辦公,https://www.rakuya.com.tw/rent/rent_item?ehid=0ace5316026145b
近行善路、舊宗路、內湖五期、獨立空調、豪華辦公室、開放空間,https://www.rakuya.com.tw/rent/rent_item?ehid=045aa6128418455
巨蛋商圈#瑞豐夜市#百星綠第高樓層3+1房(含管),https://www.rakuya.com.tw/rent/rent_item?ehid=08d38c281407372
農16高樓溫馨美2房,https://www.rakuya.com.tw/rent/rent_item?ehid=006e86281961751
新崛江大坪數3＋1房,https://www.rakuya.com.tw/rent/rent_item?ehid=0f7985257242194
民族西路2樓免爬高2房,https://www.rakuya.com.tw/rent/rent_item?ehid=0c55a027775431c
高應大建工商圈歐夏蕾3+1房平車,https://www.rakuya.com.tw/rent/rent_item?ehid=050a29280032787
捷運ＮＡＳＡ科技辦公,https://www.rakuya.com.tw/rent/rent_item?ehid=08462f196876185
近太原火車站精緻套房Ｎ,https://www.rakuya.com.tw/rent/rent_item?ehid=06344626897671c
內湖路一段大馬路土地,https://www.rakuya.com.tw/rent/rent_item?ehid=037b3d279326812
ＩＣＯＭＥ高樓層景觀通風,https://www.rakuya.com.tw/rent/rent_item?ehid=0b710527560526e
信義臨江商圈整層商辦(可拆租),https://www.rakuya.com.tw/rent/rent_item?ehid=0889c7223511900
南港軟體園區辦公室,https://www.rakuya.com.tw/rent/rent_item?ehid=050d0028146096d
璀璨河景˙波堤三房平車,https://www.rakuya.com.tw/rent/rent_item?ehid=053774272077507
彌陀區特登倉庫廠房,https://www.rakuya.com.tw/rent/rent_item?ehid=0e760727884788e
內湖五期精質商辦,https://www.rakuya.com.tw/rent/rent_item?ehid=04fd6b27664817d
高雄大學近家樂福景觀全新裝潢3房平車(含車含管),https://www.rakuya.com.tw/rent/rent_item?ehid=0156c0281428056
陽光街精美辦公,https://www.rakuya.com.tw/rent/rent_item?ehid=031f77252852009
